title,release,redacted,blurb,file,url,bytes,page
"DOW-UAP-PR055, ""Spherical UAP over AFG in and out of clouds 23 Nov 2020""",02,,,DOD_111719732.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719732/DOD_111719732.mp4,17638967,https://www.dvidshub.net/video/1007713
"DOW-UAP-PR092, ""08 AUG 2020 [CALLSIGN] [CALLSIGN] UAP observation",02,,,DOD_111719736.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719736/DOD_111719736.mp4,99372014,https://www.dvidshub.net/video/1007715
"DOW-UAP-PR091, ""21 AUG [CALLSIGN] Observes UAP in Persian Gulf",02,,,DOD_111719739.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719739/DOD_111719739.mp4,113398818,https://www.dvidshub.net/video/1007716
"DOW-UAP-PR056, ""Spherical UAP pulsing over water [CALLSIGN]""",02,,,DOD_111719741.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719741/DOD_111719741.mp4,154396345,https://www.dvidshub.net/video/1007718
"DOW-UAP-PR090, ""24 AUG 2020 [CALLSIGN] (Mission) Observes UAP",02,,,DOD_111719746.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719746/DOD_111719746.mp4,119599140,https://www.dvidshub.net/video/1007719
"DOW-UAP-PR057a, ""Spherical UAP in clouds""",02,,,DOD_111719752.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719752/DOD_111719752.mp4,32245123,https://www.dvidshub.net/video/1007720
"DOW-UAP-PR093, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP",02,,,DOD_111719795.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719795/DOD_111719795.mp4,14386538,https://www.dvidshub.net/video/1007721
"DOW-UAP-PR094, ""[CALLSIGN] (Mission) - HD 2020-02-13",02,,,DOD_111719799.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719799/DOD_111719799.mp4,35576526,https://www.dvidshub.net/video/1007722
"DOW-UAP-PR058, ""[CALLSIGN] (Mission) UAP""",02,,,DOD_111719800.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719800/DOD_111719800.mp4,222784206,https://www.dvidshub.net/video/1007723
"DOW-UAP-PR095, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP""",02,,,DOD_111719804.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719804/DOD_111719804.mp4,193686171,https://www.dvidshub.net/video/1007725
"DOW-UAP-PR096, ""HH11 03 July 2018 UAPs",02,,,DOD_111719807.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719807/DOD_111719807.mp4,73000480,https://www.dvidshub.net/video/1007726
"DOW-UAP-PR059, ""NAG UAP 1 Jun 20""",02,,,DOD_111719809.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719809/DOD_111719809.mp4,71526914,https://www.dvidshub.net/video/1007727
"DOW-UAP-PR097, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 2135Z""",02,,,DOD_111719813.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719813/DOD_111719813.mp4,102201405,https://www.dvidshub.net/video/1007728
"DOW-UAP-PR060, ""Spherical UAP [CALLSIGN] 2021/04/12 obj 2""",02,,,DOD_111719823.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719823/DOD_111719823.mp4,232016287,https://www.dvidshub.net/video/1007734
"DOW-UAP-PR061, ""Spherical UAP [CALLSIGN] 2021/04/12 vid 0""",02,,,DOD_111719828.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719828/DOD_111719828.mp4,155095103,https://www.dvidshub.net/video/1007735
"DOW-UAP-PR098, ""UFOs in formation over Persian Gulf?",02,,,DOD_111719833.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719833/DOD_111719833.mp4,255204035,https://www.dvidshub.net/video/1007737
"DOW-UAP-PR099, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 1715Z",02,,,DOD_111719835.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719835/DOD_111719835.mp4,80316993,https://www.dvidshub.net/video/1007738
"DOW-UAP-PR062, ""Spherical UAP [CALLSIGN] 2021/04/12 vid 1""",02,,,DOD_111719847.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719847/DOD_111719847.mp4,152419204,https://www.dvidshub.net/video/1007739
"DOW-UAP-PR063, ""Spherical UAP [CALLSIGN] 2021/04/12 vid 2""",02,,,DOD_111719850.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719850/DOD_111719850.mp4,217735043,https://www.dvidshub.net/video/1007740
"DOW-UAP-PR064, ""AFSOC Kabul UAP Jul 2017""",02,,,DOD_111719852.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111719852/DOD_111719852.mp4,3233071,https://www.dvidshub.net/video/1007741
"DOW-UAP-PR065, ""USCG C-144 Tyndall UAP 2 TIC TAC IR hot 24 April 2024""",02,,,DOD_111720692.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720692/DOD_111720692.mp4,1357057,https://www.dvidshub.net/video/1007777
"DOW-UAP-PR066, ""USCG C-144 Tyndall UAP 1 TIC TAC IR hot 24 April 2024""",02,,,DOD_111720693.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720693/DOD_111720693.mp4,35508173,https://www.dvidshub.net/video/1007778
"DOW-UAP-PR067, ""Multiple Spherical UAP USO near Sub. [CALLSIGN] 2022/03/25 in and out of water""",02,,,DOD_111720696.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720696/DOD_111720696.mp4,161108257,https://www.dvidshub.net/video/1007779
"DOW-UAP-PR068, ""IIR 1 666 S0151 23/Video Footage of Unidentified Aerial Phenomenon (UAP) captured by fifth generation aircraft on 20 Jan 23""",02,,,DOD_111720698.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720698/DOD_111720698.mp4,16388514,https://www.dvidshub.net/video/1007780
"DOW-UAP-PR069, ""F/A-18 FLIR UAP""",02,,,DOD_111720700.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720700/DOD_111720700.mp4,14735885,https://www.dvidshub.net/video/1007781
"DOW-UAP-PR070, ""IIR 1 655 S0301 23/Eglin AFB Aircrew Observed Unidentified Aerial Phenomena (UAP) on 13 Feb 23""",02,,,DOD_111720720.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720720/DOD_111720720.mp4,37550237,https://www.dvidshub.net/video/1007783
"DOW-UAP-PR071, ""USAF ANG F-16C (callsign [CALLSIGN]) Shoots Down UAP over Lake Huron with [Weapon System], 12 Feb 2023""",02,,,DOD_111720731.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720731/DOD_111720731.mp4,4882300,https://www.dvidshub.net/video/1007784
"DOW-UAP-PR072, ""ADMINISTRATIVE REVISION: IIR 1777 J0032 22 Kazakhstan - UAP in the vicinity of Karaganda International Airport""",02,,,DOD_111720752.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720752/DOD_111720752.mp4,3879489,https://www.dvidshub.net/video/1007788
"DOW-UAP-PR073, IIR 1 655 S0053 23/Several Unidentified Aerial Phenomenon Encountered In The Vicinity of Columbus OH""",02,,,DOD_111720765.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720765/DOD_111720765.mp4,2347351,https://www.dvidshub.net/video/1007790
"DOW-UAP-PR074, ""[CALLSIGN] (Mission)HD_20220613""",02,,,DOD_111720775.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720775/DOD_111720775.mp4,77412815,https://www.dvidshub.net/video/1007791
"DOW-UAP-PR075, ""09JUN2021 [Platform] observed UAP in the ECS""",02,,,DOD_111720809.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720809/DOD_111720809.mp4,19009940,https://www.dvidshub.net/video/1007795
"DOW-UAP-PR085, ""16 Sept 2020 [CALLSIGN] [CALLSIGN] observes UAP",02,,,DOD_111720822.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720822/DOD_111720822.mp4,64247862,https://www.dvidshub.net/video/1007796
"DOW-UAP-PR086, ""UAP from Dec 2019 (East Coast)",02,,,DOD_111720827.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720827/DOD_111720827.mp4,17686298,https://www.dvidshub.net/video/1007797
"DOW-UAP-PR087, ""05 September 2020 [CALLSIGN] UAP",02,,,DOD_111720830.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720830/DOD_111720830.mp4,76491083,https://www.dvidshub.net/video/1007799
"DOW-UAP-PR088, ""31 AUG [CALLSIGN] [CALLSIGN] Observes UAP",02,,,DOD_111720843.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720843/DOD_111720843.mp4,65470569,https://www.dvidshub.net/video/1007800
"DOW-UAP-PR080, ""20 October 2020 [CALLSIGN] [CALLSIGN] Observes UAP",02,,,DOD_111720856.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720856/DOD_111720856.mp4,57312113,https://www.dvidshub.net/video/1007803
"DOW-UAP-PR076, ""03 January 2021 [CALLSIGN] (Mission) observes UAP""",02,,,DOD_111720857.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720857/DOD_111720857.mp4,85356068,https://www.dvidshub.net/video/1007804
"DOW-UAP-PR081, ""18 Oct 2020 [CALLSIGN] observes UAP",02,,,DOD_111720858.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720858/DOD_111720858.mp4,45125826,https://www.dvidshub.net/video/1007805
"DOW-UAP-PR082, ""16 OCT 2020 [CALLSIGN] views UAP",02,,,DOD_111720861.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720861/DOD_111720861.mp4,42732227,https://www.dvidshub.net/video/1007807
"DOW-UAP-PR083, ""7 October 2020 [CALLSIGN] observes UAP",02,,,DOD_111720883.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720883/DOD_111720883.mp4,49591522,https://www.dvidshub.net/video/1007808
"DOW-UAP-PR077, ""2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 1 of 2""",02,,,DOD_111720884.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720884/DOD_111720884.mp4,81019965,https://www.dvidshub.net/video/1007809
"DOW-UAP-PR084, ""17 Sept 2020 [CALLSIGN] observes UAP",02,,,DOD_111720886.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720886/DOD_111720886.mp4,73611902,https://www.dvidshub.net/video/1007810
"DOW-UAP-PR078, ""2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 2 of 2""",02,,,DOD_111720890.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720890/DOD_111720890.mp4,73021645,https://www.dvidshub.net/video/1007812
"DOW-UAP-PR079, ""29 October 2020 [CALLSIGN] (Mission) observes 3 fast moving UAP's",02,,,DOD_111720899.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111720899/DOD_111720899.mp4,68997343,https://www.dvidshub.net/video/1007816
"NASA-UAP-D008, Apollo 12 Medical Debriefing - Tape 12, 1969",02,,,DOD_111721693.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721693/DOD_111721693.mp4,157250750,https://www.dvidshub.net/video/1007870
"NASA-UAP-D009, Apollo 17 Audio Excerpt, December 7, 1972",02,,,DOD_111721698.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721698/DOD_111721698.mp4,261037350,https://www.dvidshub.net/video/1007872
"NASA-UAP-D010, Mercury Atlas 9 Audio Excerpt, May 15, 1963",02,,,DOD_111721711.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721711/DOD_111721711.mp4,164897834,https://www.dvidshub.net/video/1007874
"NASA-UAP-D011, Mercury Atlas 9 Audio Excerpt, May 15, 1963",02,,,DOD_111721737.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721737/DOD_111721737.mp4,416230797,https://www.dvidshub.net/video/1007876
"NASA-UAP-D012, Mercury Atlas 8 Audio Excerpt, October 3, 1962",02,,,DOD_111721747.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721747/DOD_111721747.mp4,214076300,https://www.dvidshub.net/video/1007877
"NASA-UAP-D014, Mercury-Redstone 4, July 21, 1961",02,,,DOD_111721755.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721755/DOD_111721755.mp4,33843484,https://www.dvidshub.net/video/1007878
"NASA-UAP-D013, Mercury Atlas 7, May 24, 1962",02,,,DOD_111721758.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111721758/DOD_111721758.mp4,81705408,https://www.dvidshub.net/video/1007879
"FBI-UAP-PR003, “Orbs Over the Pond,” 2024",03,,"In October 2024, at approximately 1851 local time in the northeastern United States, an eyewitness observed a light source below the horizon, hovering above a pond at an estimated distance of 2,700 feet. The luminous object resembled a “plasma-like sphere” intermittently changing shape and luminosity. At times, the primary light source appeared to separate into smaller luminous points. A luminous point below the primary source hovered just above the water and did not appear consistent with a surface reflection. The object remained generally stationary for approximately 45 minutes before disappearing. The eyewitness did not hear any sound from the objects. This video was captured by a private citizen on an iPhone and subsequently analyzed and authenticated by the U.S. Government. To protect the individual’s privacy, the footage has been cropped. Apart from this privacy-protective measure, no edits, enhancements, or alterations have been made to the visual content.     The description above is derived from statements provided to the Federal Bureau of Investigation (FBI) by an eyewitness to the event. The FBI assesses the individual who reported this event as highly credible. The subject matter described in files FBI-UAP-D004 through FBI-UAP-D008 and depicted in the video footage FBI-UAP-PR001 through FBI-UAP-PR003 corresponds to reports originating from the same general area in the northeastern United States.",FBI-UAP-PR003_Orbs_Over_the_Pond_2024.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764159/DOD_111764159.mp4,296467952,https://www.dvidshub.net/video/1010267
"FBI-UAP-PR004, “Northeastern Orb Sighting,” 2025",03,,"In July 2025, at approximately 2100 local time in the northeastern United States, an eyewitness observed an intense bright light in their backyard as they parked their car upon returning home from work. The light was hovering approximately 25 feet off the ground, below a tree line near the center of their backyard, at an estimated distance of 90 feet. The eyewitness exited their vehicle briefly before retrieving their phone to record the event. The spouse of the eyewitness came outside to assess the situation. The spouse also witnessed the light, describing it as a “brilliant red sphere” about one meter in diameter. The center of the red sphere appeared to be a white plasma “sun” about the size of a basketball. The orb slowly rose and moved to the left, and both eyewitnesses observed a second, identical orb, hovering above the other orb.    The eyewitness then began recording the event using an iPhone 14 Pro Max, capturing the footage depicted in this video. As the eyewitness began recording, the orbs moved westward together above a nearby tree line. The witnesses described the orbs’ motion as silent and smooth, and as moving in tandem as though they were flying in formation or tethered together. As the orbs moved out of sight, both eyewitnesses saw them appear to merge. The eyewitnesses estimated that the orbs moved from their initial position before disappearing from view at an estimated distance of 75 yards. This observation occurred within 25 miles of the “Triangle Orbs,” “Red Orb Rotation,” and “Orbs Over the Pond,” sightings at a location well known to them, which is sparsely populated.    The description above is derived from statements provided to the Federal Bureau of Investigation (FBI) by eyewitnesses to the event. The FBI assesses the individuals who reported this event as credible. The subject matter described in files FBI-UAP-D009 through FBI-UAP-D010 and depicted in the video footage FBI-UAP-PR004 corresponds to reports originating from the same general area in the northeastern United States.",FBI-UAP-PR004_Northeastern_Orb_Sighting_2025.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764177/DOD_111764177.mp4,25869129,https://www.dvidshub.net/video/1010269
"FBI-UAP-PR001, “Triangle Orbs,” Northeastern United States, 2021",03,,"In November 2021, at approximately 0500 local time in the northeastern United States, an  eyewitness observed a bright light source near the horizon at an estimated distance of  2,000 feet. The light source initially appeared as a single intense luminous object before resolving into multiple lights exhibiting erratic rotational motion relative to one another. The object slowly moved laterally from left to right during the encounter. The eyewitness captured the video with a hand-held iPhone 12 Pro, resulting in unintended camera movement. The location was well known to the eyewitness and is sparsely populated.     The description above is derived from statements provided to the Federal Bureau of Investigation (FBI) by the eyewitness to the event. The FBI assesses the individual who reported this event as highly credible. The subject matter described in files FBI-UAP-D004 through FBI-UAP-D008 and depicted in the video footage FBI-UAP-PR001 through FBI-UAP-PR003 corresponds to reports originating from the same general area in the northeastern United States.",FBI-UAP-PR001_Triangle_Orbs_Northeastern_United_States_2021.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764142/DOD_111764142.mp4,81758206,https://www.dvidshub.net/video/1010263
"FBI-UAP-PR002, “Red Orb Rotation,” Northeastern United States, 2022",03,,"In March 2022, at approximately 1920 local time in the northeastern United States, an eyewitness observed two bright red luminous light sources hovering near the horizon at an estimated distance of 2,500 feet. Both luminous objects maintained generally stationary positions throughout the encounter. The lower light source appeared to rotate slowly relative to the upper light source, moving from an apparent 6 o’clock position to slightly beyond the apparent 9 o’clock position. The eyewitness did not hear any sounds from the light sources. The eyewitness captured this video using an iPhone 12 Pro at a location well known to them, which is sparsely populated.     The description above is derived from statements provided to the Federal Bureau of Investigation (FBI) by an eyewitness to the event. The FBI assesses the individual who reported this event as highly credible. The subject matter described in files FBI-UAP-D004 through FBI-UAP-D008 and depicted in the video footage FBI-UAP-PR001 through FBI-UAP-PR003 corresponds to reports originating from the same general area in the northeastern United States.",FBI-UAP-PR002_Red_Orb_Rotation_Northeastern_United_States_2022.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764148/DOD_111764148.mp4,143319259,https://www.dvidshub.net/video/1010264
"FBI-UAP-PR005, Digital Recreation, Narrative Statement 3-1, Western United States Event, 2023",03,,"This video is an artistic interpretation of a reported incident near a sensitive national security site in the western United States involving unidentified anomalous phenomena (UAP) over a period of two days in October 2023. This digital recreation is based upon a first-hand description provided by a federal law enforcement special agent, as described in DOW-UAP-D081. The Federal Bureau of Investigation prepared this digital recreation at the request of the Department of War in 2026",FBI-UAP-PR005_Digital_Recreation_Narrative_Statement_3-1_Western_United_States_Event_2023.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764189/DOD_111764189.mp4,2785289,https://www.dvidshub.net/video/1010272
"FBI-UAP-PR006, Digital Recreation, Narrative Statement 3-2, Western United States Event, 2023",03,,"This video is an artistic interpretation of a reported incident near a sensitive national security site in the western United States involving unidentified anomalous phenomena (UAP) over a period of two days in October 2023. This digital recreation is based upon a first-hand description provided by a federal law enforcement special agent, as described in DOW-UAP-D081. The Federal Bureau of Investigation prepared this digital recreation at the request of the Department of War in 2026",FBI-UAP-PR006_Digital_Recreation_Narrative_Statement_3-2_Western_United_States_Event_2023.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764213/DOD_111764213.mp4,3652793,https://www.dvidshub.net/video/1010276
"NASA-UAP-D023, Interview Excerpt with Astronaut Gordon Cooper, 1962",03,,"In November 1962, journalist Walter Cronkite interviewed astronaut Gordon Cooper. In this excerpt from that interview, Cronkite asks Cooper about his views regarding the nature of unidentified flying objects, having previously expressed an interest in the subject. Cooper opines that “a large number of exceptionally well-qualified people have seen objects” without a “logical explanation” and speculates on the existence of other planets with “a livable atmosphere” and that maybe there are “some type of human life” out there. Interview was conducted in November 1962.",NASA-UAP-D023_Interview_Excerpt_with_Astronaut_Gordon_Cooper_1962.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764959/DOD_111764959.mp4,71485397,https://www.dvidshub.net/video/1010337
"NASA-UAP-D024, “Apollo 16 Scientific Debriefing”",03,,"This debriefing includes presentations from principal investigators of various Apollo experiments. The principal investigators describe preliminary results of their work to educate the Apollo crews about what they’ve obtained from Apollo 16 to help prepare for Apollo 17. They also describe anomalies, such as a “flash” that was observed that had not yet been reported. The flash is mentioned beginning at 25:15.",NASA-UAP-D024_Apollo_16_Scientific_Debriefing.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764796/DOD_111764796.mp4,3203457323,https://www.dvidshub.net/video/1010319
"NASA-UAP-D025, “Apollo 16 Scientific Debriefing”",03,,"At 32:41, the speaker makes an off-handed comment, “Could be an alien starbase or something, I don’t know” when discussing correlations between experimental data sets.",NASA-UAP-D025_Apollo_16_Scientific_Debriefing.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2606/DOD_111764902/DOD_111764902.mp4,1276096477,https://www.dvidshub.net/video/1010336
"DOW-UAP-PR104, Unresolved UAP Report, Yellow Sea, 2025",04,yes,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 18 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2025.  Video Description:  00:01-00:15: The sensor pans to track an area of contrast resembling a six-pointed star, keeping it generally centered within the center of the screen.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830027.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830027/DOD_111830027.mp4,7959105,1014101
"DOW-UAP-PR105, Unresolved UAP Report, East China Sea, 2025",04,yes,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 5 minutes of video footage from an infrared sensor aboard a U.S. military platform in 2025.  Video Description:  00:01-00:14: The sensor pans to track an area of contrast, keeping it generally centered within the center of the frame. 00:15-00:19: The sensor adjusts, and the image is momentarily overlaid with black rectangular areas. 00:20-1:34: The sensor pans to track an area of contrast, keeping it generally centered within the center of the frame. Portions of the area of contrast intermittently lose distinctiveness against the background throughout this segment. 01:35-02:05: The sensor zooms in, panning from right to left to track the area of contrast. The area of contrast exits the scene from the right edge of the frame several times.  02:06-04:59: The sensor zooms out and in several times, and pans the field-of-view against the background. No content.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830030.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830030/DOD_111830030.mp4,152678024,1014103
"DOW-UAP-PR113, Unresolved UAP Report, Western United States, 1996",04,yes,"The United States Navy Unidentified Anomalous Phenomena Task Force (UAPTF) transferred this media to the All-domain Anomaly Resolution Office (AARO) in 2022. The video contains 2 minutes and 57 seconds of footage likely captured by an infrared sensor aboard a U.S. military platform in 1996.  Video Description: No formal data handling practices for UAP-related records existed at the time this media was reported to the UAPTF. This media was digitally altered before being reported to the UAPTF, and is presented as it was received by AARO. 00:01-00:13: No content. 00:14-00:17: An area of contrast transits the sensor field-of-view, entering near the upper right corner and exiting near the lower left corner of the frame. 00:18-01:21: The footage repeats frame-by-frame. 01:22-02:13: The footage repeats at a slower playback speed. 02:14-02:56: The footage holds on a frame extracted from the first 17 seconds of the video.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830133.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830133/DOD_111830133.mp4,67179987,1014119
"DOW-UAP-PR115, Unresolved UAP Report, Gulf of America, 2019",04,yes,"The United States Air Force submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 8 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2019.  00:01-00:02: An area of contrast is visible near the center of the sensor field-of-view, partially obscured by visual elements of the heads-up display. 00:03-00:06: The sensor zooms and pans to track the area of contrast, which visually flickers in the display. 00:07-00:08: No content.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.  AARO Comment: Infrared sensor systems capture information within a specific range of electromagnetic wavelengths. When a tracked source’s temperature is similar to that of the surrounding environment, it can visually blend into the background or appear to flicker due to dynamic contrast adjustments applied by the system’s auto-gain control filters.",DOD_111830147.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830147/DOD_111830147.mp4,10884920,1014123
"DOW-UAP-PR024, Unresolved UAP Report, Middle East, 2023",04,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 18 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023.  Video Description:  00:01: The sensor focuses on a dark area of contrast, narrowing the field of view to zoom in. 00:02: Two bright areas of contrast transit the frame from left to right. 00:03: The sensor zooms out, keeping the bright areas of contrast within the frame. 00:05: The bright areas of contrast exit the right side of the frame. 00:07: The sensor refocuses on the dark area of contrast, keeping it generally within the center of the frame.  00:10: A reticle surrounds the dark area of contrast, which continues to remain generally within the center of the frame. 00:17: The sensor changes contrast and zoom settings, causing the frame to flash white.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830020.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830020/DOD_111830020.mp4,4525982,1014100
"DOW-UAP-PR030, Unresolved UAP Report, Middle East, 2023",04,yes,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 10 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023.  Video Description:  00:01-00:05: No content. 00:06-00:07: Two areas of contrast transit the sensor field-of-view. The first enters the field-of-view from the bottom right and exits from the top edge of the frame. The second, relatively smaller area of contrast enters from the top and exits the bottom of the frame. 00:08-00:10: No content.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830028.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830028/DOD_111830028.mp4,12522331,1014102
"DOW-UAP-PR100, Unresolved UAP Report, Yellow Sea, 2023",04,yes,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 4 minutes and 57 seconds of video footage from an electro-optical and infrared sensor system aboard a U.S. military platform in 2023.  Video Description: The overall quality of this video footage progressively degrades over its runtime. 00:01-00:08: In infrared mode, the sensor tracks an area of contrast, keeping it generally within the center of the frame. 00:09-01:03: The sensor zooms in and tracks the area of contrast, holding it generally within the center of the frame. 01:04-01:10: The sensor display switches modes to an electro-optical day time television camera feed (a collection mode that displays visible and near infrared signatures). The video features a dark object superimposed against a blue background. 01:11-01:13: The sensor display changes modes to infrared. The area of contrast is no longer visible within the frame. 01:14-02:16: The sensor zooms in and changes contrast settings. An area of contrast is visible near the center of the frame. 02:17-02:22: The area of contrast repeatedly leaves and enters the sensor field-of-view. 02:23-02:46: The sensor reacquires and tracks the area of contrast, keeping it generally within the center of the frame. 02:47-03:27: The sensor zooms in, tracking the area of contrast. 03:28-03:32: The footage appears to “skip,” or lose coherence. 03:33-03:46: The footage returns to its previous state, and the sensor continues to track the area of contrast generally within the center of the frame. 03:47-04:32: The sensor zooms out. 04:33-04:40: The area of contrast repeatedly leaves and enters the sensor field-of-view. 04:41-04:45: No content.  This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",DOD_111830004.mp4,https://d34w7g4gy10iej.cloudfront.net/video/2607/DOD_111830004/DOD_111830004.mp4,193631167,1014096
